Apr 17, 2015 17:34:20.236540000
Apr 17, 2015 17:34:20.236696000
Apr 17, 2015 17:34:20.236732000
Apr 17, 2015 17:34:20.236736000
Apr 17, 2015 17:34:20.236770000
Apr 17, 2015 17:34:20.236802000
Apr 17, 2015 17:34:20.236832000
Apr 17, 2015 17:34:20.236998000
Apr 17, 2015 17:34:20.237018000
Apr 17, 2015 17:34:20.237042000
Apr 17, 2015 17:34:20.237196000
Apr 17, 2015 17:34:20.237199000
Apr 17, 2015 17:34:20.237441000
Apr 17, 2015 17:34:20.237450000
Apr 17, 2015 17:34:20.237496000
Apr 17, 2015 17:34:20.237723000
Apr 17, 2015 17:34:20.237726000
Apr 17, 2015 17:34:20.237955000
Apr 17, 2015 17:34:20.237960000
Apr 17, 2015 17:34:20.238030000
Apr 17, 2015 17:34:20.238033000
Apr 17, 2015 17:34:20.238063000
Apr 17, 2015 17:34:20.238298000
Apr 17, 2015 17:34:20.238301000
Apr 17, 2015 17:34:20.238532000
Apr 17, 2015 17:34:20.238536000
Apr 17, 2015 17:34:20.238647000
Apr 17, 2015 17:34:20.238651000
Apr 17, 2015 17:34:20.238832000
Apr 17, 2015 17:34:20.238836000
Apr 17, 2015 17:34:20.239065000
Apr 17, 2015 17:34:20.239069000
Apr 17, 2015 17:34:20.239192000
Apr 17, 2015 17:34:20.239195000
Apr 17, 2015 17:34:20.239372000
Apr 17, 2015 17:34:20.239376000
Apr 17, 2015 17:34:20.239619000
Apr 17, 2015 17:34:20.239623000
Apr 17, 2015 17:34:20.239734000
Apr 17, 2015 17:34:20.239738000
Apr 17, 2015 17:34:20.239926000
Apr 17, 2015 17:34:20.239929000
Apr 17, 2015 17:34:20.240095000
Apr 17, 2015 17:34:20.240098000
Apr 17, 2015 17:34:20.240276000
Apr 17, 2015 17:34:20.240295000
Apr 17, 2015 17:34:20.240467000
Apr 17, 2015 17:34:20.240487000
Apr 17, 2015 17:34:20.240497000
Apr 17, 2015 17:34:20.240704000
Apr 17, 2015 17:34:20.240737000
Apr 17, 2015 17:34:20.240902000
Apr 17, 2015 17:34:20.240922000
Apr 17, 2015 17:34:20.241093000
Apr 17, 2015 17:34:20.241112000
Apr 17, 2015 17:34:20.241296000
Apr 17, 2015 17:34:20.241315000
Apr 17, 2015 17:34:20.241326000
Apr 17, 2015 17:34:20.241521000
Apr 17, 2015 17:34:20.241540000
Apr 17, 2015 17:34:20.241671000
Apr 17, 2015 17:34:20.241674000
Apr 17, 2015 17:34:20.241871000
Apr 17, 2015 17:34:20.241874000
Apr 17, 2015 17:34:20.242076000
Apr 17, 2015 17:34:20.242078000
Apr 17, 2015 17:34:20.242101000
Apr 17, 2015 17:34:20.242296000
Apr 17, 2015 17:34:20.242299000
Apr 17, 2015 17:34:20.242493000
Apr 17, 2015 17:34:20.242496000
Apr 17, 2015 17:34:20.242692000
Apr 17, 2015 17:34:20.242695000
Apr 17, 2015 17:34:20.242894000
Apr 17, 2015 17:34:20.242897000
Apr 17, 2015 17:34:20.242920000
Apr 17, 2015 17:34:20.243115000
Apr 17, 2015 17:34:20.243117000
Apr 17, 2015 17:34:20.243313000
Apr 17, 2015 17:34:20.243316000
Apr 17, 2015 17:34:20.243510000
Apr 17, 2015 17:34:20.243513000
Apr 17, 2015 17:34:20.243710000
Apr 17, 2015 17:34:20.243713000
Apr 17, 2015 17:34:20.243735000
Apr 17, 2015 17:34:20.243932000
Apr 17, 2015 17:34:20.243935000
Apr 17, 2015 17:34:20.244129000
Apr 17, 2015 17:34:20.244132000
Apr 17, 2015 17:34:20.244326000
Apr 17, 2015 17:34:20.244329000
Apr 17, 2015 17:34:20.244524000
Apr 17, 2015 17:34:20.244527000
Apr 17, 2015 17:34:20.244548000
Apr 17, 2015 17:34:20.244750000
Apr 17, 2015 17:34:20.244753000
Apr 17, 2015 17:34:20.244945000
Apr 17, 2015 17:34:20.244948000
Apr 17, 2015 17:34:20.245144000
Apr 17, 2015 17:34:20.245147000
Apr 17, 2015 17:34:20.245340000
Apr 17, 2015 17:34:20.245343000
Apr 17, 2015 17:34:20.245365000
Apr 17, 2015 17:34:20.245568000
Apr 17, 2015 17:34:20.245571000
Apr 17, 2015 17:34:20.245763000
Apr 17, 2015 17:34:20.245765000
Apr 17, 2015 17:34:20.245962000
Apr 17, 2015 17:34:20.245964000
Apr 17, 2015 17:34:20.246350000
Apr 17, 2015 17:34:20.246352000
Apr 17, 2015 17:34:20.246378000
Apr 17, 2015 17:34:20.246379000
