20150415140130,10.10.4.2,46509,10.10.13.1,5001,3,0.0-1.0,13369344,106954752
20150415140131,10.10.4.2,46509,10.10.13.1,5001,3,1.0-2.0,12582912,100663296
20150415140132,10.10.4.2,46509,10.10.13.1,5001,3,2.0-3.0,12582912,100663296
20150415140133,10.10.4.2,46509,10.10.13.1,5001,3,3.0-4.0,12058624,96468992
20150415140134,10.10.4.2,46509,10.10.13.1,5001,3,4.0-5.0,12451840,99614720
20150415140135,10.10.4.2,46509,10.10.13.1,5001,3,5.0-6.0,12582912,100663296
20150415140136,10.10.4.2,46509,10.10.13.1,5001,3,6.0-7.0,12451840,99614720
20150415140137,10.10.4.2,46509,10.10.13.1,5001,3,7.0-8.0,12582912,100663296
20150415140138,10.10.4.2,46509,10.10.13.1,5001,3,8.0-9.0,12582912,100663296
20150415140139,10.10.4.2,46509,10.10.13.1,5001,3,9.0-10.0,12451840,99614720
20150415140139,10.10.4.2,46509,10.10.13.1,5001,3,0.0-10.0,125829120,100429726
