20150413225054,10.10.10.2,37823,10.10.9.1,5001,3,0.0-1.0,13500416,108003328
20150413225055,10.10.10.2,37823,10.10.9.1,5001,3,1.0-2.0,12582912,100663296
20150413225056,10.10.10.2,37823,10.10.9.1,5001,3,2.0-3.0,12058624,96468992
20150413225057,10.10.10.2,37823,10.10.9.1,5001,3,3.0-4.0,12582912,100663296
20150413225058,10.10.10.2,37823,10.10.9.1,5001,3,4.0-5.0,12451840,99614720
20150413225059,10.10.10.2,37823,10.10.9.1,5001,3,5.0-6.0,12582912,100663296
20150413225100,10.10.10.2,37823,10.10.9.1,5001,3,6.0-7.0,12451840,99614720
20150413225101,10.10.10.2,37823,10.10.9.1,5001,3,7.0-8.0,12451840,99614720
20150413225102,10.10.10.2,37823,10.10.9.1,5001,3,8.0-9.0,12582912,100663296
20150413225103,10.10.10.2,37823,10.10.9.1,5001,3,9.0-10.0,12451840,99614720
20150413225103,10.10.10.2,37823,10.10.9.1,5001,3,0.0-10.0,125829120,100507117
