20150413222928,10.10.9.2,49638,10.10.6.1,5001,3,0.0-1.0,12976128,103809024
20150413222929,10.10.9.2,49638,10.10.6.1,5001,3,1.0-2.0,12582912,100663296
20150413222930,10.10.9.2,49638,10.10.6.1,5001,3,2.0-3.0,12451840,99614720
20150413222931,10.10.9.2,49638,10.10.6.1,5001,3,3.0-4.0,12189696,97517568
20150413222932,10.10.9.2,49638,10.10.6.1,5001,3,4.0-5.0,12582912,100663296
20150413222933,10.10.9.2,49638,10.10.6.1,5001,3,5.0-6.0,12451840,99614720
20150413222934,10.10.9.2,49638,10.10.6.1,5001,3,6.0-7.0,12582912,100663296
20150413222935,10.10.9.2,49638,10.10.6.1,5001,3,7.0-8.0,12582912,100663296
20150413222936,10.10.9.2,49638,10.10.6.1,5001,3,8.0-9.0,12451840,99614720
20150413222937,10.10.9.2,49638,10.10.6.1,5001,3,9.0-10.0,12058624,96468992
20150413222937,10.10.9.2,49638,10.10.6.1,5001,3,0.0-10.0,125042688,100028378
