20150417004313,10.10.1.1,33442,10.10.1.2,5001,3,0.0-1.0,13369344,106954752
20150417004314,10.10.1.1,33442,10.10.1.2,5001,3,1.0-2.0,12582912,100663296
20150417004315,10.10.1.1,33442,10.10.1.2,5001,3,2.0-3.0,12451840,99614720
20150417004316,10.10.1.1,33442,10.10.1.2,5001,3,3.0-4.0,12976128,103809024
20150417004317,10.10.1.1,33442,10.10.1.2,5001,3,4.0-5.0,12451840,99614720
20150417004318,10.10.1.1,33442,10.10.1.2,5001,3,5.0-6.0,12582912,100663296
20150417004319,10.10.1.1,33442,10.10.1.2,5001,3,6.0-7.0,12451840,99614720
20150417004320,10.10.1.1,33442,10.10.1.2,5001,3,7.0-8.0,12582912,100663296
20150417004321,10.10.1.1,33442,10.10.1.2,5001,3,8.0-9.0,12451840,99614720
20150417004322,10.10.1.1,33442,10.10.1.2,5001,3,9.0-10.0,12582912,100663296
20150417004322,10.10.1.1,33442,10.10.1.2,5001,3,0.0-10.0,126615552,101185266
