20150415133422,10.10.8.1,57705,10.10.12.1,5001,3,0.0-1.0,13107200,104857600
20150415133424,10.10.8.1,57705,10.10.12.1,5001,3,1.0-2.0,12976128,103809024
20150415133425,10.10.8.1,57705,10.10.12.1,5001,3,2.0-3.0,12582912,100663296
20150415133426,10.10.8.1,57705,10.10.12.1,5001,3,3.0-4.0,12451840,99614720
20150415133427,10.10.8.1,57705,10.10.12.1,5001,3,4.0-5.0,12582912,100663296
20150415133428,10.10.8.1,57705,10.10.12.1,5001,3,5.0-6.0,12451840,99614720
20150415133429,10.10.8.1,57705,10.10.12.1,5001,3,6.0-7.0,12582912,100663296
20150415133430,10.10.8.1,57705,10.10.12.1,5001,3,7.0-8.0,12582912,100663296
20150415133431,10.10.8.1,57705,10.10.12.1,5001,3,8.0-9.0,12189696,97517568
20150415133432,10.10.8.1,57705,10.10.12.1,5001,3,9.0-10.0,12582912,100663296
20150415133432,10.10.8.1,57705,10.10.12.1,5001,3,0.0-10.0,126222336,100883663
