20150416153502,10.1.2.1,56499,10.1.5.1,5001,3,0.0-1.0,393216,3145728
20150416153504,10.1.2.1,56499,10.1.5.1,5001,3,1.0-2.0,393216,3145728
20150416153504,10.1.2.1,56499,10.1.5.1,5001,3,2.0-3.0,131072,1048576
20150416153505,10.1.2.1,56499,10.1.5.1,5001,3,3.0-4.0,262144,2097152
20150416153506,10.1.2.1,56499,10.1.5.1,5001,3,4.0-5.0,262144,2097152
20150416153508,10.1.2.1,56499,10.1.5.1,5001,3,5.0-6.0,262144,2097152
20150416153509,10.1.2.1,56499,10.1.5.1,5001,3,6.0-7.0,393216,3145728
20150416153509,10.1.2.1,56499,10.1.5.1,5001,3,7.0-8.0,131072,1048576
20150416153510,10.1.2.1,56499,10.1.5.1,5001,3,8.0-9.0,262144,2097152
20150416153512,10.1.2.1,56499,10.1.5.1,5001,3,9.0-10.0,262144,2097152
20150416153512,10.1.2.1,56499,10.1.5.1,5001,3,0.0-11.2,2883584,2052377
