20150413214133,10.10.13.1,49294,10.10.7.2,5001,3,0.0-1.0,13238272,105906176
20150413214134,10.10.13.1,49294,10.10.7.2,5001,3,1.0-2.0,12713984,101711872
20150413214135,10.10.13.1,49294,10.10.7.2,5001,3,2.0-3.0,12451840,99614720
20150413214136,10.10.13.1,49294,10.10.7.2,5001,3,3.0-4.0,12582912,100663296
20150413214137,10.10.13.1,49294,10.10.7.2,5001,3,4.0-5.0,12451840,99614720
20150413214138,10.10.13.1,49294,10.10.7.2,5001,3,5.0-6.0,12582912,100663296
20150413214139,10.10.13.1,49294,10.10.7.2,5001,3,6.0-7.0,12451840,99614720
20150413214140,10.10.13.1,49294,10.10.7.2,5001,3,7.0-8.0,12582912,100663296
20150413214141,10.10.13.1,49294,10.10.7.2,5001,3,8.0-9.0,12582912,100663296
20150413214142,10.10.13.1,49294,10.10.7.2,5001,3,9.0-10.0,12451840,99614720
20150413214142,10.10.13.1,49294,10.10.7.2,5001,3,0.0-10.0,126222336,100966156
