20150414193424,10.10.10.1,33242,10.10.8.2,5001,3,0.0-1.0,13500416,108003328
20150414193425,10.10.10.1,33242,10.10.8.2,5001,3,1.0-2.0,12451840,99614720
20150414193426,10.10.10.1,33242,10.10.8.2,5001,3,2.0-3.0,12451840,99614720
20150414193427,10.10.10.1,33242,10.10.8.2,5001,3,3.0-4.0,12189696,97517568
20150414193428,10.10.10.1,33242,10.10.8.2,5001,3,4.0-5.0,12451840,99614720
20150414193429,10.10.10.1,33242,10.10.8.2,5001,3,5.0-6.0,12582912,100663296
20150414193430,10.10.10.1,33242,10.10.8.2,5001,3,6.0-7.0,12451840,99614720
20150414193431,10.10.10.1,33242,10.10.8.2,5001,3,7.0-8.0,12582912,100663296
20150414193432,10.10.10.1,33242,10.10.8.2,5001,3,8.0-9.0,12451840,99614720
20150414193433,10.10.10.1,33242,10.10.8.2,5001,3,9.0-10.0,12582912,100663296
20150414193433,10.10.10.1,33242,10.10.8.2,5001,3,0.0-10.0,125829120,100516441
