20150417235956,10.0.163.2,50356,10.0.163.1,5001,3,0.0-1.0,11010048,88080384
20150417235957,10.0.163.2,50356,10.0.163.1,5001,3,1.0-2.0,29622272,236978176
20150417235958,10.0.163.2,50356,10.0.163.1,5001,3,2.0-3.0,30670848,245366784
20150417235959,10.0.163.2,50356,10.0.163.1,5001,3,3.0-4.0,29884416,239075328
20150418000000,10.0.163.2,50356,10.0.163.1,5001,3,4.0-5.0,30277632,242221056
20150418000001,10.0.163.2,50356,10.0.163.1,5001,3,5.0-6.0,30015488,240123904
20150418000002,10.0.163.2,50356,10.0.163.1,5001,3,6.0-7.0,30801920,246415360
20150418000003,10.0.163.2,50356,10.0.163.1,5001,3,7.0-8.0,30015488,240123904
20150418000004,10.0.163.2,50356,10.0.163.1,5001,3,8.0-9.0,30670848,245366784
20150418000005,10.0.163.2,50356,10.0.163.1,5001,3,9.0-10.0,30277632,242221056
20150418000005,10.0.163.2,50356,10.0.163.1,5001,3,0.0-10.1,283377664,225038868
