PING Destination-link-1 (10.10.2.2) 56(84) bytes of data.
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=1 ttl=63 time=221 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=2 ttl=63 time=226 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=3 ttl=63 time=226 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=4 ttl=63 time=226 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=5 ttl=63 time=226 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=6 ttl=63 time=226 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=7 ttl=63 time=227 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=8 ttl=63 time=226 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=9 ttl=63 time=226 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=10 ttl=63 time=0.654 ms
