PING Destination-link-1 (10.10.2.2) 56(84) bytes of data.
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=1 ttl=63 time=45.5 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=2 ttl=63 time=44.8 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=3 ttl=63 time=44.6 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=4 ttl=63 time=44.8 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=5 ttl=63 time=44.8 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=6 ttl=63 time=44.4 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=7 ttl=63 time=44.4 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=8 ttl=63 time=44.3 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=9 ttl=63 time=44.8 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=10 ttl=63 time=0.609 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=11 ttl=63 time=0.560 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=12 ttl=63 time=0.534 ms
