PING Destination-link-1 (10.10.2.2) 56(84) bytes of data.
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=1 ttl=63 time=160 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=2 ttl=63 time=303 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=3 ttl=63 time=446 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=4 ttl=63 time=589 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=5 ttl=63 time=732 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=6 ttl=63 time=875 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=7 ttl=63 time=932 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=8 ttl=63 time=931 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=10 ttl=63 time=772 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=11 ttl=63 time=0.661 ms
64 bytes from Destination-link-1 (10.10.2.2): icmp_req=12 ttl=63 time=0.901 ms
