Apr 17, 2015 17:32:46.660320000
Apr 17, 2015 17:32:46.660805000
Apr 17, 2015 17:32:46.660817000
Apr 17, 2015 17:32:46.660823000
Apr 17, 2015 17:32:46.660828000
Apr 17, 2015 17:32:46.660832000
Apr 17, 2015 17:32:46.660837000
Apr 17, 2015 17:32:46.660848000
Apr 17, 2015 17:32:46.660852000
Apr 17, 2015 17:32:46.660855000
Apr 17, 2015 17:32:46.660859000
Apr 17, 2015 17:32:46.660897000
Apr 17, 2015 17:32:46.660969000
Apr 17, 2015 17:32:46.660981000
Apr 17, 2015 17:32:46.660986000
Apr 17, 2015 17:32:46.660991000
Apr 17, 2015 17:32:46.661239000
Apr 17, 2015 17:32:46.661250000
Apr 17, 2015 17:32:46.661521000
Apr 17, 2015 17:32:46.661532000
Apr 17, 2015 17:32:46.661538000
Apr 17, 2015 17:32:46.661701000
Apr 17, 2015 17:32:46.661713000
Apr 17, 2015 17:32:46.661936000
Apr 17, 2015 17:32:46.661947000
Apr 17, 2015 17:32:46.661952000
Apr 17, 2015 17:32:46.662146000
Apr 17, 2015 17:32:46.662156000
Apr 17, 2015 17:32:46.662350000
Apr 17, 2015 17:32:46.662362000
Apr 17, 2015 17:32:46.662501000
Apr 17, 2015 17:32:46.662509000
Apr 17, 2015 17:32:46.662686000
Apr 17, 2015 17:32:46.662694000
Apr 17, 2015 17:32:46.662874000
Apr 17, 2015 17:32:46.662882000
Apr 17, 2015 17:32:46.662886000
Apr 17, 2015 17:32:46.663096000
Apr 17, 2015 17:32:46.663104000
Apr 17, 2015 17:32:46.663278000
Apr 17, 2015 17:32:46.663286000
Apr 17, 2015 17:32:46.663442000
Apr 17, 2015 17:32:46.663469000
Apr 17, 2015 17:32:46.663628000
Apr 17, 2015 17:32:46.663639000
Apr 17, 2015 17:32:46.663778000
Apr 17, 2015 17:32:46.663786000
Apr 17, 2015 17:32:46.663969000
Apr 17, 2015 17:32:46.663978000
Apr 17, 2015 17:32:46.664161000
Apr 17, 2015 17:32:46.664169000
Apr 17, 2015 17:32:46.664175000
Apr 17, 2015 17:32:46.664395000
Apr 17, 2015 17:32:46.664403000
Apr 17, 2015 17:32:46.664588000
Apr 17, 2015 17:32:46.664596000
Apr 17, 2015 17:32:46.664783000
Apr 17, 2015 17:32:46.664791000
Apr 17, 2015 17:32:46.664984000
Apr 17, 2015 17:32:46.664992000
Apr 17, 2015 17:32:46.665005000
Apr 17, 2015 17:32:46.665217000
Apr 17, 2015 17:32:46.665225000
Apr 17, 2015 17:32:46.665406000
Apr 17, 2015 17:32:46.665414000
Apr 17, 2015 17:32:46.665611000
Apr 17, 2015 17:32:46.665619000
Apr 17, 2015 17:32:46.665626000
Apr 17, 2015 17:32:46.665841000
Apr 17, 2015 17:32:46.665849000
Apr 17, 2015 17:32:46.666035000
Apr 17, 2015 17:32:46.666043000
Apr 17, 2015 17:32:46.666231000
Apr 17, 2015 17:32:46.666239000
Apr 17, 2015 17:32:46.666426000
Apr 17, 2015 17:32:46.666433000
Apr 17, 2015 17:32:46.666623000
Apr 17, 2015 17:32:46.666631000
Apr 17, 2015 17:32:46.666643000
Apr 17, 2015 17:32:46.666842000
Apr 17, 2015 17:32:46.666850000
Apr 17, 2015 17:32:46.667054000
Apr 17, 2015 17:32:46.667062000
Apr 17, 2015 17:32:46.667242000
Apr 17, 2015 17:32:46.667250000
Apr 17, 2015 17:32:46.667485000
Apr 17, 2015 17:32:46.667493000
Apr 17, 2015 17:32:46.667619000
Apr 17, 2015 17:32:46.667627000
Apr 17, 2015 17:32:46.667833000
Apr 17, 2015 17:32:46.667840000
Apr 17, 2015 17:32:46.667854000
Apr 17, 2015 17:32:46.668058000
Apr 17, 2015 17:32:46.668066000
Apr 17, 2015 17:32:46.668251000
Apr 17, 2015 17:32:46.668258000
Apr 17, 2015 17:32:46.668467000
Apr 17, 2015 17:32:46.668475000
Apr 17, 2015 17:32:46.668483000
Apr 17, 2015 17:32:46.668700000
Apr 17, 2015 17:32:46.668708000
Apr 17, 2015 17:32:46.668893000
Apr 17, 2015 17:32:46.668900000
Apr 17, 2015 17:32:46.669089000
Apr 17, 2015 17:32:46.669097000
Apr 17, 2015 17:32:46.669282000
Apr 17, 2015 17:32:46.669289000
Apr 17, 2015 17:32:46.669309000
Apr 17, 2015 17:32:46.669519000
Apr 17, 2015 17:32:46.669526000
Apr 17, 2015 17:32:46.669710000
Apr 17, 2015 17:32:46.669718000
Apr 17, 2015 17:32:46.669907000
Apr 17, 2015 17:32:46.669915000
Apr 17, 2015 17:32:46.669927000
Apr 17, 2015 17:32:46.670129000
Apr 17, 2015 17:32:46.670137000
Apr 17, 2015 17:32:46.670321000
Apr 17, 2015 17:32:46.670328000
Apr 17, 2015 17:32:46.670516000
Apr 17, 2015 17:32:46.670523000
Apr 17, 2015 17:32:46.670727000
Apr 17, 2015 17:32:46.670734000
Apr 17, 2015 17:32:46.670747000
Apr 17, 2015 17:32:46.670951000
Apr 17, 2015 17:32:46.670958000
Apr 17, 2015 17:32:46.671138000
Apr 17, 2015 17:32:46.671146000
Apr 17, 2015 17:32:46.671336000
Apr 17, 2015 17:32:46.671343000
Apr 17, 2015 17:32:46.671531000
Apr 17, 2015 17:32:46.671539000
Apr 17, 2015 17:32:46.671728000
Apr 17, 2015 17:32:46.671735000
Apr 17, 2015 17:32:46.671742000
Apr 17, 2015 17:32:46.671949000
Apr 17, 2015 17:32:46.671956000
Apr 17, 2015 17:32:46.672143000
Apr 17, 2015 17:32:46.672150000
Apr 17, 2015 17:32:46.672340000
Apr 17, 2015 17:32:46.672347000
Apr 17, 2015 17:32:46.672533000
Apr 17, 2015 17:32:46.672541000
Apr 17, 2015 17:32:46.672730000
Apr 17, 2015 17:32:46.672737000
Apr 17, 2015 17:32:46.672751000
Apr 17, 2015 17:32:46.672949000
Apr 17, 2015 17:32:46.672956000
Apr 17, 2015 17:32:46.673142000
Apr 17, 2015 17:32:46.673150000
Apr 17, 2015 17:32:46.673339000
Apr 17, 2015 17:32:46.673347000
Apr 17, 2015 17:32:46.673535000
Apr 17, 2015 17:32:46.673542000
Apr 17, 2015 17:32:46.673731000
Apr 17, 2015 17:32:46.673738000
Apr 17, 2015 17:32:46.673752000
Apr 17, 2015 17:32:46.673952000
Apr 17, 2015 17:32:46.673959000
Apr 17, 2015 17:32:46.674145000
Apr 17, 2015 17:32:46.674153000
Apr 17, 2015 17:32:46.674341000
Apr 17, 2015 17:32:46.674348000
Apr 17, 2015 17:32:46.674534000
Apr 17, 2015 17:32:46.674542000
Apr 17, 2015 17:32:46.674732000
Apr 17, 2015 17:32:46.674740000
Apr 17, 2015 17:32:46.674751000
Apr 17, 2015 17:32:46.674960000
Apr 17, 2015 17:32:46.674968000
Apr 17, 2015 17:32:46.675151000
Apr 17, 2015 17:32:46.675158000
Apr 17, 2015 17:32:46.675348000
Apr 17, 2015 17:32:46.675355000
Apr 17, 2015 17:32:46.675547000
Apr 17, 2015 17:32:46.675554000
Apr 17, 2015 17:32:46.675568000
Apr 17, 2015 17:32:46.675771000
Apr 17, 2015 17:32:46.675779000
Apr 17, 2015 17:32:46.675964000
Apr 17, 2015 17:32:46.675972000
Apr 17, 2015 17:32:46.676171000
Apr 17, 2015 17:32:46.676178000
Apr 17, 2015 17:32:46.676366000
Apr 17, 2015 17:32:46.676373000
Apr 17, 2015 17:32:46.676387000
Apr 17, 2015 17:32:46.676590000
Apr 17, 2015 17:32:46.676598000
Apr 17, 2015 17:32:46.676784000
Apr 17, 2015 17:32:46.676791000
Apr 17, 2015 17:32:46.676980000
Apr 17, 2015 17:32:46.676987000
Apr 17, 2015 17:32:46.677174000
Apr 17, 2015 17:32:46.677181000
Apr 17, 2015 17:32:46.677372000
Apr 17, 2015 17:32:46.677380000
Apr 17, 2015 17:32:46.677389000
Apr 17, 2015 17:32:46.677576000
Apr 17, 2015 17:32:46.677584000
Apr 17, 2015 17:32:46.677777000
Apr 17, 2015 17:32:46.677784000
Apr 17, 2015 17:32:46.677973000
Apr 17, 2015 17:32:46.677980000
Apr 17, 2015 17:32:46.678164000
Apr 17, 2015 17:32:46.678171000
Apr 17, 2015 17:32:46.678363000
Apr 17, 2015 17:32:46.678370000
Apr 17, 2015 17:32:46.678381000
Apr 17, 2015 17:32:46.678590000
Apr 17, 2015 17:32:46.678597000
Apr 17, 2015 17:32:46.678782000
Apr 17, 2015 17:32:46.678789000
Apr 17, 2015 17:32:46.678988000
Apr 17, 2015 17:32:46.678996000
Apr 17, 2015 17:32:46.679212000
Apr 17, 2015 17:32:46.679219000
Apr 17, 2015 17:32:46.679223000
Apr 17, 2015 17:32:46.679422000
Apr 17, 2015 17:32:46.679429000
Apr 17, 2015 17:32:46.679608000
Apr 17, 2015 17:32:46.679615000
Apr 17, 2015 17:32:46.679793000
Apr 17, 2015 17:32:46.679800000
Apr 17, 2015 17:32:46.679978000
