11.009742	2	4	5	1	0	0	3820	55	111	7240	203500	3000	1448	536	412000	40000	55	0	0	0	0	0
12.220963	2	5	5	1	0	0	5032	71	111	7240	203500	4000	1448	536	412000	40000	71	0	0	0	0	0
13.026791	2	6	5	1	0	0	5836	85	111	7240	203500	3000	1448	536	412000	40000	85	0	0	0	0	0
14.030545	2	7	5	1	0	180	6840	105	111	7240	203500	3000	1448	536	412000	40000	87	0	0	0	0	0
15.242896	2	8	5	1	0	0	8052	112	111	7240	203500	3000	1448	536	412000	40000	90	0	0	0	0	0
16.058455	2	9	5	1	0	0	8868	112	111	7240	203500	3000	1448	536	412000	40000	90	0	0	0	0	0
17.282277	2	10	5	1	0	0	10092	112	111	7240	203500	3000	1448	536	412000	40000	90	0	0	0	0	0
18.100821	2	11	5	1	0	0	10912	112	111	7240	203500	3000	1448	536	412000	40000	90	0	0	0	0	0
19.320919	2	12	5	1	0	0	12132	112	111	7240	203500	4000	1448	536	412000	40000	92	0	0	0	0	0
20.153808	2	13	5	1	0	0	12964	113	111	7240	203500	3000	1448	536	412000	40000	90	0	0	0	0	0
21.329863	2	14	5	1	0	0	14140	113	111	7240	203500	3000	1448	536	412000	40000	113	0	0	0	0	0
22.133413	2	15	5	1	0	0	14944	113	111	7240	203500	3000	1448	536	412000	40000	113	0	0	0	0	0
23.152268	2	16	5	1	0	0	15964	113	111	7240	203500	3000	1448	536	412000	40000	113	0	0	0	0	0
24.171280	2	17	5	1	0	0	16984	113	111	7240	204000	4000	1448	536	416000	40000	113	0	0	0	0	0
25.146899	2	18	5	1	0	0	17956	113	111	7240	203500	3000	1448	536	412000	40000	113	0	0	0	0	0
26.180210	2	19	5	1	0	0	18992	113	111	7240	203500	3000	1448	536	412000	40000	90	0	0	0	0	0
27.357205	2	20	5	1	0	0	20168	114	111	7240	203500	3000	1448	536	412000	40000	114	0	0	0	0	0
28.175260	2	21	5	1	0	0	20988	114	111	7240	204000	4000	1448	536	416000	40000	114	0	0	0	0	0
29.200646	2	22	5	1	0	0	22012	114	111	7240	203500	4000	1448	536	412000	40000	114	0	0	0	0	0
30.007079	2	23	5	1	0	4	22820	114	111	7240	203500	4000	1448	536	412000	40000	114	0	0	0	0	0
31.175339	2	24	5	1	0	0	23988	114	111	7240	204000	4000	1448	536	416000	40000	114	0	0	0	0	0
32.214165	2	25	5	1	0	0	25024	114	111	7240	203500	3000	1448	536	412000	40000	114	0	0	0	0	0
33.192106	2	26	5	1	0	0	26004	114	111	7240	204000	4000	1448	536	416000	40000	90	0	0	0	0	0
34.029793	2	27	5	1	0	0	26840	115	111	7240	203500	3000	1448	536	412000	40000	90	0	0	0	0	0
35.003086	2	28	5	1	0	4	27816	115	111	7240	203500	3000	1448	536	412000	40000	115	0	0	0	0	0
36.217531	2	29	5	1	0	0	29028	115	111	7240	203500	3000	1448	536	412000	40000	115	0	0	0	0	0
37.061079	2	30	5	1	0	4	29872	115	111	7240	203500	3000	1448	536	412000	40000	90	0	0	0	0	0
38.048106	2	31	5	1	0	0	30860	115	111	7240	203500	3000	1448	536	412000	40000	115	0	0	0	0	0
39.253603	2	32	5	1	0	0	32064	115	111	7240	203500	3000	1448	536	412000	40000	115	0	0	0	0	0
