8.042740	2	4	5	1	0	0	3696	59	57	14480	63000	12000	1448	536	260000	40000	45	0	0	0	0	0
9.086743	2	5	5	1	0	0	4740	60	57	14480	63500	14000	1448	536	260000	40000	45	0	0	0	0	0
10.026295	2	6	5	1	0	0	5680	60	57	14480	66000	15000	1448	536	264000	40000	60	0	0	0	0	0
11.018167	2	7	5	1	0	0	6672	61	57	14480	67000	18000	1448	536	264000	40000	61	0	0	0	0	0
12.143936	2	8	5	1	0	0	7796	70	57	14480	77500	6000	1448	536	276000	40000	70	0	0	0	0	0
13.084042	2	9	5	1	0	0	8736	70	57	14480	80000	6000	1448	536	280000	40000	70	0	0	0	0	0
14.025421	2	10	5	1	0	0	9680	71	57	14480	80500	8000	1448	536	280000	40000	71	0	0	0	0	0
15.122225	2	11	5	1	0	0	10776	71	57	14480	80500	8000	1448	536	280000	40000	71	0	0	0	0	0
16.095218	2	12	5	1	0	0	11748	72	57	14480	81000	11000	1448	536	280000	40000	72	0	0	0	0	0
17.024831	2	13	5	1	0	0	12680	72	57	14480	81500	9000	1448	536	280000	40000	63	0	0	0	0	0
18.069497	2	14	5	1	0	0	13724	73	57	14480	81000	10000	1448	536	280000	40000	62	0	0	0	0	0
19.114085	2	15	5	1	0	0	14768	73	57	14480	80500	11000	1448	536	280000	40000	62	0	0	0	0	0
20.016928	2	16	5	1	0	0	15672	74	57	14480	81500	10000	1448	536	280000	40000	74	0	0	0	0	0
21.061789	2	17	5	1	0	0	16716	74	57	14480	81000	11000	1448	536	280000	40000	74	0	0	0	0	0
22.038956	2	18	5	1	0	0	17692	75	57	14480	82000	13000	1448	536	280000	40000	60	0	0	0	0	0
23.135875	2	19	5	1	0	0	18788	75	57	14480	82500	9000	1448	536	280000	40000	60	0	0	0	0	0
24.075970	2	20	5	1	0	0	19728	76	57	14480	82500	9000	1448	536	280000	40000	59	0	0	0	0	0
25.016103	2	21	5	1	0	0	20668	76	57	14480	82500	9000	1448	536	280000	40000	59	0	0	0	0	0
26.112994	2	22	5	1	0	0	21768	77	57	14480	84000	11000	1448	536	284000	40000	58	0	0	0	0	0
27.053098	2	23	5	1	0	0	22708	77	57	14480	84000	11000	1448	536	284000	40000	58	0	0	0	0	0
28.004624	2	24	5	1	0	4	23660	78	57	14480	84500	11000	1448	536	284000	40000	78	0	0	0	0	0
29.090134	2	25	5	1	0	0	24744	78	57	14480	83000	9000	1448	536	280000	40000	57	0	0	0	0	0
30.030235	2	26	5	1	0	0	25684	79	57	14480	84000	9000	1448	536	284000	40000	56	0	0	0	0	0
31.127205	2	27	5	1	0	0	26780	79	57	14480	83500	10000	1448	536	280000	40000	56	0	0	0	0	0
