20150417191646,10.10.1.1,51286,10.10.1.2,5001,3,0.0-1.0,13238272,105906176
20150417191647,10.10.1.1,51286,10.10.1.2,5001,3,1.0-2.0,12582912,100663296
20150417191648,10.10.1.1,51286,10.10.1.2,5001,3,2.0-3.0,12058624,96468992
20150417191649,10.10.1.1,51286,10.10.1.2,5001,3,3.0-4.0,12582912,100663296
20150417191650,10.10.1.1,51286,10.10.1.2,5001,3,4.0-5.0,12451840,99614720
20150417191651,10.10.1.1,51286,10.10.1.2,5001,3,5.0-6.0,12058624,96468992
20150417191652,10.10.1.1,51286,10.10.1.2,5001,3,6.0-7.0,12582912,100663296
20150417191653,10.10.1.1,51286,10.10.1.2,5001,3,7.0-8.0,12058624,96468992
20150417191654,10.10.1.1,51286,10.10.1.2,5001,3,8.0-9.0,12582912,100663296
20150417191655,10.10.1.1,51286,10.10.1.2,5001,3,9.0-10.0,12451840,99614720
20150417191655,10.10.1.1,51286,10.10.1.2,5001,3,0.0-10.0,124780544,99560341
