20150415192257,10.10.1.2,37109,10.10.1.3,5001,3,0.0-1.0,12713984,101711872
20150415192258,10.10.1.2,37109,10.10.1.3,5001,3,1.0-2.0,12451840,99614720
20150415192259,10.10.1.2,37109,10.10.1.3,5001,3,2.0-3.0,12582912,100663296
20150415192300,10.10.1.2,37109,10.10.1.3,5001,3,3.0-4.0,12451840,99614720
20150415192301,10.10.1.2,37109,10.10.1.3,5001,3,4.0-5.0,12451840,99614720
20150415192302,10.10.1.2,37109,10.10.1.3,5001,3,5.0-6.0,12713984,101711872
20150415192303,10.10.1.2,37109,10.10.1.3,5001,3,6.0-7.0,12451840,99614720
20150415192304,10.10.1.2,37109,10.10.1.3,5001,3,7.0-8.0,12976128,103809024
20150415192305,10.10.1.2,37109,10.10.1.3,5001,3,8.0-9.0,12582912,100663296
20150415192306,10.10.1.2,37109,10.10.1.3,5001,3,9.0-10.0,12451840,99614720
20150415192306,10.10.1.2,37109,10.10.1.3,5001,3,0.0-10.0,125960192,100482912
