20150415220739,10.10.11.2,56579,10.10.10.2,5001,3,0.0-1.0,13107200,104857600
20150415220740,10.10.11.2,56579,10.10.10.2,5001,3,1.0-2.0,12713984,101711872
20150415220741,10.10.11.2,56579,10.10.10.2,5001,3,2.0-3.0,12582912,100663296
20150415220742,10.10.11.2,56579,10.10.10.2,5001,3,3.0-4.0,12845056,102760448
20150415220743,10.10.11.2,56579,10.10.10.2,5001,3,4.0-5.0,12451840,99614720
20150415220744,10.10.11.2,56579,10.10.10.2,5001,3,5.0-6.0,12582912,100663296
20150415220745,10.10.11.2,56579,10.10.10.2,5001,3,6.0-7.0,12451840,99614720
20150415220746,10.10.11.2,56579,10.10.10.2,5001,3,7.0-8.0,12582912,100663296
20150415220747,10.10.11.2,56579,10.10.10.2,5001,3,8.0-9.0,12451840,99614720
20150415220748,10.10.11.2,56579,10.10.10.2,5001,3,9.0-10.0,12582912,100663296
20150415220748,10.10.11.2,56579,10.10.10.2,5001,3,0.0-10.0,126484480,101134902
