20150415192637,10.10.1.3,39027,10.10.1.1,5001,3,0.0-1.0,12582912,100663296
20150415192638,10.10.1.3,39027,10.10.1.1,5001,3,1.0-2.0,12320768,98566144
20150415192639,10.10.1.3,39027,10.10.1.1,5001,3,2.0-3.0,12582912,100663296
20150415192640,10.10.1.3,39027,10.10.1.1,5001,3,3.0-4.0,12451840,99614720
20150415192641,10.10.1.3,39027,10.10.1.1,5001,3,4.0-5.0,12582912,100663296
20150415192642,10.10.1.3,39027,10.10.1.1,5001,3,5.0-6.0,12582912,100663296
20150415192643,10.10.1.3,39027,10.10.1.1,5001,3,6.0-7.0,12582912,100663296
20150415192644,10.10.1.3,39027,10.10.1.1,5001,3,7.0-8.0,12582912,100663296
20150415192645,10.10.1.3,39027,10.10.1.1,5001,3,8.0-9.0,12582912,100663296
20150415192646,10.10.1.3,39027,10.10.1.1,5001,3,9.0-10.0,12451840,99614720
20150415192646,10.10.1.3,39027,10.10.1.1,5001,3,0.0-10.0,125435904,100283959
