20150415220825,10.10.11.2,56591,10.10.10.2,5001,3,0.0-1.0,13369344,106954752
20150415220826,10.10.11.2,56591,10.10.10.2,5001,3,1.0-2.0,12582912,100663296
20150415220827,10.10.11.2,56591,10.10.10.2,5001,3,2.0-3.0,12582912,100663296
20150415220828,10.10.11.2,56591,10.10.10.2,5001,3,3.0-4.0,12451840,99614720
20150415220829,10.10.11.2,56591,10.10.10.2,5001,3,4.0-5.0,12582912,100663296
20150415220830,10.10.11.2,56591,10.10.10.2,5001,3,5.0-6.0,12451840,99614720
20150415220831,10.10.11.2,56591,10.10.10.2,5001,3,6.0-7.0,12845056,102760448
20150415220832,10.10.11.2,56591,10.10.10.2,5001,3,7.0-8.0,12582912,100663296
20150415220833,10.10.11.2,56591,10.10.10.2,5001,3,8.0-9.0,12451840,99614720
20150415220834,10.10.11.2,56591,10.10.10.2,5001,3,9.0-10.0,12582912,100663296
20150415220834,10.10.11.2,56591,10.10.10.2,5001,3,0.0-10.0,126615552,101072285
