Apr 15, 2015 18:12:05.753827000
Apr 15, 2015 18:12:05.761564000
Apr 15, 2015 18:12:05.769171000
Apr 15, 2015 18:12:05.776837000
Apr 15, 2015 18:12:05.784363000
Apr 15, 2015 18:12:05.792084000
Apr 15, 2015 18:12:05.799690000
Apr 15, 2015 18:12:05.807340000
Apr 15, 2015 18:12:05.815001000
Apr 15, 2015 18:12:05.822560000
Apr 15, 2015 18:12:05.830188000
Apr 15, 2015 18:12:05.837830000
Apr 15, 2015 18:12:05.845459000
Apr 15, 2015 18:12:05.853096000
Apr 15, 2015 18:12:05.860731000
Apr 15, 2015 18:12:05.868405000
Apr 15, 2015 18:12:05.875960000
Apr 15, 2015 18:12:05.883618000
Apr 15, 2015 18:12:05.891239000
Apr 15, 2015 18:12:05.898908000
Apr 15, 2015 18:12:05.906486000
Apr 15, 2015 18:12:05.914121000
Apr 15, 2015 18:12:05.921754000
Apr 15, 2015 18:12:05.929397000
Apr 15, 2015 18:12:05.937048000
Apr 15, 2015 18:12:05.944648000
Apr 15, 2015 18:12:05.952257000
Apr 15, 2015 18:12:05.959923000
Apr 15, 2015 18:12:05.967572000
Apr 15, 2015 18:12:05.975161000
Apr 15, 2015 18:12:05.982789000
Apr 15, 2015 18:12:05.990436000
Apr 15, 2015 18:12:05.998046000
Apr 15, 2015 18:12:06.005664000
Apr 15, 2015 18:12:06.013298000
Apr 15, 2015 18:12:06.020945000
Apr 15, 2015 18:12:06.028596000
Apr 15, 2015 18:12:06.036184000
Apr 15, 2015 18:12:06.043829000
Apr 15, 2015 18:12:06.051494000
Apr 15, 2015 18:12:06.059078000
Apr 15, 2015 18:12:06.066690000
Apr 15, 2015 18:12:06.074315000
Apr 15, 2015 18:12:06.081965000
Apr 15, 2015 18:12:06.089582000
Apr 15, 2015 18:12:06.097192000
Apr 15, 2015 18:12:06.104864000
Apr 15, 2015 18:12:06.112517000
Apr 15, 2015 18:12:06.120100000
Apr 15, 2015 18:12:06.127754000
Apr 15, 2015 18:12:06.135340000
Apr 15, 2015 18:12:06.143055000
Apr 15, 2015 18:12:06.150652000
Apr 15, 2015 18:12:06.158240000
Apr 15, 2015 18:12:06.165892000
Apr 15, 2015 18:12:06.173526000
Apr 15, 2015 18:12:06.181130000
Apr 15, 2015 18:12:06.188782000
Apr 15, 2015 18:12:06.196455000
Apr 15, 2015 18:12:06.204063000
Apr 15, 2015 18:12:06.211643000
Apr 15, 2015 18:12:06.219392000
Apr 15, 2015 18:12:06.226916000
Apr 15, 2015 18:12:06.234577000
Apr 15, 2015 18:12:06.242136000
Apr 15, 2015 18:12:06.249792000
Apr 15, 2015 18:12:06.257488000
Apr 15, 2015 18:12:06.265087000
Apr 15, 2015 18:12:06.272683000
Apr 15, 2015 18:12:06.280330000
Apr 15, 2015 18:12:06.287981000
Apr 15, 2015 18:12:06.295597000
Apr 15, 2015 18:12:06.303181000
Apr 15, 2015 18:12:06.310820000
Apr 15, 2015 18:12:06.318434000
Apr 15, 2015 18:12:06.326084000
Apr 15, 2015 18:12:06.333704000
Apr 15, 2015 18:12:06.341405000
Apr 15, 2015 18:12:06.348962000
Apr 15, 2015 18:12:06.356640000
Apr 15, 2015 18:12:06.364237000
Apr 15, 2015 18:12:06.371838000
Apr 15, 2015 18:12:06.379461000
Apr 15, 2015 18:12:06.387137000
Apr 15, 2015 18:12:06.394746000
Apr 15, 2015 18:12:06.402385000
Apr 15, 2015 18:12:06.409992000
Apr 15, 2015 18:12:06.417655000
Apr 15, 2015 18:12:06.425256000
Apr 15, 2015 18:12:06.432884000
Apr 15, 2015 18:12:06.440512000
Apr 15, 2015 18:12:06.448180000
Apr 15, 2015 18:12:06.455804000
Apr 15, 2015 18:12:06.463398000
Apr 15, 2015 18:12:06.471032000
Apr 15, 2015 18:12:06.478703000
Apr 15, 2015 18:12:06.486327000
Apr 15, 2015 18:12:06.493917000
Apr 15, 2015 18:12:06.501550000
Apr 15, 2015 18:12:06.509205000
Apr 15, 2015 18:12:06.516860000
Apr 15, 2015 18:12:06.528010000
Apr 15, 2015 18:12:10.760840000
Apr 15, 2015 18:12:10.761491000
